,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,Class
0,-2.3122265423263,1.95199201064158,-1.60985073229769,3.9979055875468,-0.522187864667764,-1.42654531920595,-2.53738730624579,-2.77008927719433,-2.77227214465915,3.20203320709635,-2.89990738849473,-4.28925378244217,-1.14074717980657,-2.83005567450437,-0.0168224681808257,1
1,-3.0435406239976,-3.15730712090228,1.08846277997285,2.2886436183814,1.35980512966107,-1.06482252298131,0.325574266158614,-0.270952836226548,-0.838586564582682,-0.414575448285725,-0.503140859566824,-1.69202893305906,0.666779695901966,0.599717413841732,1.72532100745514,1
2,-2.30334956758553,1.759247460267,-0.359744743330052,2.33024305053917,-0.821628328375422,-0.0757875706194599,0.562319782266954,-0.238253367661746,-1.52541162656194,2.03291215755072,-6.56012429505962,-1.47010153611197,-2.28219382856251,-4.78183085597533,-2.61566494476124,1
3,-4.39797444171999,1.35836702839758,-2.5928442182573,2.67978696694832,-1.12813094208956,-1.70653638774951,-3.49619729302467,-0.24776789948008,-4.80163740602813,4.89584422347523,-10.9128193194019,-6.77109672468083,-7.35808322132346,-12.5984185405511,-5.13154862842983,1
4,1.23423504613468,3.0197404207034,-4.30459688479665,4.73279513041887,3.62420083055386,-1.35774566315358,1.71344498787235,-1.28285782036322,-2.44746925511151,2.10134386504854,-4.6096283906446,-6.07933719308005,2.58185095378146,6.73938438478335,3.04249317830411,1
5,0.0084303648955825,4.13783683497998,-6.24069657194744,6.6757321631344,0.768307024571449,-3.35305954788994,-1.63173467271809,-2.79589246446281,-6.18789062970647,5.66439470857116,-9.85448482287037,-10.6911962118171,-2.04197379107768,-1.12905587703585,0.116452521226364,1
6,0.0267792264491516,4.13246389713003,-6.56059996809658,6.34855667313983,1.32966566904142,-2.51347884762413,-1.68910220031328,-3.13940905736457,-6.04546779778801,6.75462544809695,-8.94817857893317,-10.7338541032306,-1.63896011485587,-1.74635013628103,0.776744097926754,1
7,0.329594333318222,3.71288929524103,-5.77593510831666,6.07826550560828,1.66735901311948,-2.42016841351562,-0.812891249491333,-2.21431131204961,-5.13445447110633,4.56072010550223,-8.87374836164535,-9.17716637009146,-0.871688490451564,1.31301362907797,0.773913872552923,1
8,0.316459000444982,3.80907594667829,-5.61515901119457,6.04744510216478,1.55402595692572,-2.6513531120137,-0.746579273100222,-2.6786785422399,-4.95949291161496,6.43905335158373,-7.52011739288703,-9.25230724747513,-0.502362190618164,0.784426598154274,1.49430460743838,1
9,0.725645739819857,2.30089443776603,-5.32997618300917,4.007682804682,-1.73041059025206,-1.73219256822244,-3.96859261813707,-0.486096552344833,-4.62498495406596,5.5887239146762,-7.14824263637845,-6.21025774661028,-3.5995402092184,-4.83032424210571,-0.649090120211694,1
10,0.702709900098753,2.42643280600508,-5.23451329584052,4.41666124290876,-2.17080621591773,-2.66755356121463,-3.87808845483572,-0.166199039175942,-5.00924850212751,4.67572941865677,-8.16718805173089,-6.76333439062322,-3.81175840977789,-3.75412806618729,-1.04917740227906,1
11,1.02387386852139,2.00148526626613,-4.76975183220974,3.81919458538265,-1.2717542273697,-1.7346624268403,-3.05924503160896,0.415382113237262,-3.95581234352737,3.57205481558784,-7.18645159050588,-5.24930454889762,-2.64147310915178,-1.31205856007348,-0.391716050952505,1
12,-1.58550536691994,3.26158454822833,-4.13742198305023,2.35709625199132,-1.40504331370135,-1.87943719306477,-3.51368687087654,-1.20716636120056,-6.23456133227108,5.45074606689486,-7.33371406736393,-6.60806825219469,-2.60247787045261,-4.83511205239717,-0.553026089102902,1
13,-1.78322883722709,3.40279371307631,-3.82274226552205,2.62536815276644,-1.97641541136284,-2.73168901231308,-3.43055914949085,-0.776941494554916,-6.19988176274188,4.36671348631445,-8.24326243368313,-6.59055029705192,-3.02845238846152,-4.21448627485607,-1.21360784773725,1
14,0.857321003765953,4.09391182702914,-7.42389358948559,7.38024451788662,0.973366022888688,-2.73076151658057,-1.49649705633444,-2.35119015933267,-3.94423849794435,6.35507773663404,-7.30974798382371,-9.05799252943745,-1.07311652692728,1.52450091526025,1.83136353283608,1
15,-1.81328048476897,4.91785071056565,-5.92612969400656,5.70150043141163,1.20439257214362,-3.03513754815611,-1.71340206347108,-3.79635425171163,-7.45484065078351,7.38805512292025,-10.4752286504099,-11.7367291212569,-2.44235398293755,-3.53552351168246,0.130360306640887,1
16,-0.25147096006823,4.31352332575143,-6.89143771650147,6.79679668055103,0.616296505250374,-2.96632654187403,-2.43665252687714,-3.37163857159343,-6.81081309938215,7.62008905836908,-10.2852825163315,-11.5434979157865,-2.68928420445067,-3.20438340295762,0.0865218956911394,1
